epoch,accuracy,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.74322590426684,0.9821242412079318,0.06367041198501877,1.2139711636345167,1e-05,0.61818538647343,0.4369565217391304,0.9881666666666666,0.237418769027056,0.9888289098815415,0.2384296368758157
2,0.7445588044184536,0.9813306611238528,0.06367041198501877,1.2076842449248817,1e-05,0.61681461352657,0.44227053140096617,0.9875,0.23971093306325572,0.9888289098815415,0.23844110120211193
3,0.7438765432098765,0.9809632629367789,0.06367041198501877,1.21263013269655,1e-05,0.6176570048309179,0.44122383252818037,0.9877916666666666,0.2421932228494571,0.9888289098815415,0.23835723028869665
4,0.7464301494476933,0.9814702724349406,0.06367041198501877,1.1989454798224632,1e-05,0.6198369565217391,0.4367954911433172,0.9870416666666667,0.24312886071142237,0.9888289098815415,0.2383641749156478
5,0.7470149447693307,0.9815336486222108,0.06367041198501877,1.2129688272904653,1e-05,0.6189130434782608,0.443317230273752,0.9865833333333334,0.24203461795806644,0.9889038836407258,0.23903801253631604
6,0.7450491661251895,0.9812758575609477,0.06367041198501877,1.2058227858916095,1e-05,0.6199456521739131,0.4394524959742351,0.9876666666666667,0.23997236176443976,0.98897885739991,0.2390937362185668
7,0.7453493610569634,0.9825191942590359,0.06367041198501877,1.2076740405528075,1e-05,0.6197735507246377,0.43470209339774557,0.9880416666666667,0.23988384930261558,0.9890538311590943,0.2388313583242839
8,0.7464188867229803,0.9816971408154587,0.06367041198501877,1.2006189733408366,1e-05,0.6198278985507247,0.43800322061191627,0.9884583333333333,0.2351494502018618,0.9890538311590943,0.23933411373809452
9,0.7471964479098981,0.9815731439273212,0.06367041198501877,1.1937069346902949,1e-05,0.6184208937198068,0.4282608695652174,0.9884166666666667,0.23816398133632266,0.9886789623631729,0.23905857213768167
10,0.7473116742473467,0.9816006987913518,0.06367041198501877,1.2034889599466263,1e-05,0.6196557971014494,0.43494363929146546,0.9877083333333333,0.23920411534363684,0.9889038836407258,0.23918315299019446
11,0.7456586528048517,0.9814705786000966,0.06367041198501877,1.1972608768949864,1e-05,0.6201871980676328,0.4280193236714976,0.987625,0.24027394232446453,0.9888289098815415,0.23893091779167616
12,0.7462304526748971,0.982106177463734,0.06367041198501877,1.2056230975244064,1e-05,0.6191666666666666,0.43470209339774557,0.98675,0.23951024407932175,0.9887539361223572,0.23928801191353727
13,0.7465674680528481,0.982015858742745,0.06367041198501877,1.1941369114080043,1e-05,0.621262077294686,0.43848631239935587,0.9884166666666667,0.23565630831803674,0.9889038836407258,0.23880586777585647
14,0.7476907082521117,0.9807621124293562,0.06367041198501877,1.198212174163599,1e-05,0.617974033816425,0.4345410628019324,0.989375,0.2333760186741444,0.9887539361223572,0.2401427927504075
15,0.7471106779293913,0.9820801534254829,0.06367041198501877,1.1966435895813483,1e-05,0.6182125603864734,0.4378421900161031,0.9888333333333333,0.23242860049246092,0.9887539361223572,0.23950505207538017
16,0.7478964695689841,0.9806720998735232,0.06367041198501877,1.194651659569942,1e-05,0.6222282608695653,0.4221417069243156,0.9878333333333333,0.2419768080528917,0.9889038836407258,0.23986402937724144
17,0.7471851851851852,0.9821922098725404,0.06367041198501877,1.2007231104280514,1e-05,0.6176630434782608,0.4457326892109501,0.9875416666666667,0.2369097412770962,0.9886789623631729,0.2403450722524242
18,0.7473004115226337,0.9809791835248856,0.06367041198501877,1.188720286565024,1e-05,0.6237862318840579,0.42906602254428333,0.9872916666666667,0.24096800380571107,0.9887539361223572,0.23979138819989043
19,0.7487935889105479,0.981788990362227,0.06367041198501877,1.1902768883154866,1e-05,0.6227566425120773,0.4264895330112721,0.9888333333333333,0.23995612249180498,0.9888289098815415,0.2398058052916964
20,0.7478765432098765,0.9818064417761131,0.06367041198501877,1.1966155018372946,1e-05,0.6200181159420289,0.43840579710144933,0.9879166666666667,0.24172235283466595,0.9886789623631729,0.24149789777661826
21,0.7491470651938488,0.9816582578406601,0.06367041198501877,1.1840804687740674,1e-05,0.618707729468599,0.4364734299516908,0.98725,0.23772933689199086,0.9887539361223572,0.24021405297966517
22,0.7505089885206845,0.9818039924548659,0.06367041198501877,1.180261959540917,1e-05,0.6217300724637681,0.4385668276972624,0.9876666666666667,0.2386283047922375,0.9887539361223572,0.24019386154523448
23,0.7495793805501408,0.9814264908176477,0.06367041198501877,1.1819942523159466,1e-05,0.6220078502415459,0.42906602254428333,0.9890833333333333,0.23517036225156188,0.9888289098815415,0.23980161476982056
24,0.7495633528265108,0.9811022619175552,0.06367041198501877,1.1831395688038575,1e-05,0.6197705314009662,0.42906602254428333,0.9870833333333333,0.2447667729177816,0.98897885739991,0.24062091089184437
25,0.7511098115659519,0.9823403938079933,0.06367041198501877,1.1776447952062852,1e-05,0.6224758454106281,0.4151368760064412,0.9875833333333334,0.23745649050539963,0.9888289098815415,0.24021059288649174
26,0.7506324453108079,0.9821925160376963,0.06367041198501877,1.1796731236342517,1e-05,0.6191455314009663,0.4480676328502415,0.9874583333333333,0.24052280347018928,0.9888289098815415,0.24021895544561295
27,0.7497734459605804,0.9815982494701047,0.06367041198501877,1.193154515973283,1e-05,0.6228532608695652,0.4245571658615137,0.989375,0.2344901493396494,0.9889038836407258,0.24009340360369164
28,0.7522005631362356,0.980602906548291,0.06367041198501877,1.1699438735492198,1e-05,0.6207548309178743,0.43397745571658614,0.9875416666666667,0.2387331595912374,0.9889038836407258,0.24098918032996386
29,0.751480615118042,0.9812737144048562,0.06367041198501877,1.173312819881675,1e-05,0.621123188405797,0.4454911433172303,0.988,0.2385172468581719,0.9887539361223572,0.24070058482753465
30,0.7515256660168941,0.9816303968114736,0.06367041198501877,1.1728774607533583,1e-05,0.6213647342995169,0.4296296296296296,0.9885,0.23744078535865465,0.98897885739991,0.23991759552149056
31,0.752669265756985,0.9814659861227581,0.06367041198501877,1.169829210938661,1e-05,0.6221829710144928,0.4194847020933977,0.987125,0.24501321064275536,0.98897885739991,0.24100701121058127
32,0.7506090534979424,0.9823054909802216,0.06367041198501877,1.1778475090695353,1e-05,0.6232427536231885,0.4288244766505636,0.9898333333333333,0.23069294146655167,0.9889038836407258,0.24054117816674755
33,0.7521923326835607,0.9812868795065598,0.06367041198501877,1.1751078380356477,1e-05,0.6214281400966184,0.4229468599033817,0.98775,0.23980157935136298,0.98897885739991,0.24011139656764763
34,0.7507325102880659,0.9822932443739856,0.06367041198501877,1.1847358915872919,1e-05,0.621772342995169,0.4226247987117552,0.9885833333333334,0.2387941792094573,0.9886039886039886,0.2407743529395596
35,0.7513948451375352,0.9806430141837132,0.06367041198501877,1.1773874851759931,1e-05,0.6199849033816425,0.42769726247987117,0.9877916666666666,0.23680422327558434,0.98897885739991,0.2407690435364824
36,0.7527238466536712,0.9815523246967204,0.06367041198501877,1.180378417920339,1e-05,0.6202143719806763,0.44146537842190015,0.9880833333333333,0.24061909228865144,0.98897885739991,0.2412367335694375
37,0.7520654104396794,0.9817847040500445,0.06367041198501877,1.1705285311507865,1e-05,0.6200905797101449,0.4312399355877617,0.9887916666666666,0.2352914007133269,0.9888289098815415,0.24137069454822066
38,0.7531557288282434,0.9814399620845071,0.06367041198501877,1.16671118885981,1e-05,0.6233001207729468,0.42206119162640904,0.989125,0.23986083032133393,0.9893537261958315,0.24104512035601366
39,0.752867662984622,0.9822614031977726,0.06367041198501877,1.1639610362179988,1e-05,0.62118961352657,0.43333333333333335,0.9879583333333334,0.24102786010086805,0.9888289098815415,0.24122260937698953
40,0.7514039419536496,0.9822439517838866,0.06367041198501877,1.178005028740775,1e-05,0.6186382850241545,0.4487117552334944,0.988125,0.23249787621213333,0.9888289098815415,0.24139523612346853
41,0.7531474983755685,0.9814185305235945,0.06367041198501877,1.1750293349222023,1e-05,0.6196739130434782,0.4299516908212561,0.987,0.24643747998527427,0.98897885739991,0.2420797526276704
42,0.7533857483214208,0.9802967413923963,0.06367041198501877,1.162136776478962,1e-05,0.6201721014492754,0.43067632850241544,0.9883333333333333,0.239061863544094,0.9890538311590943,0.24056323256708584
43,0.7535832791856183,0.981364951621313,0.06367041198501877,1.1622701104359894,1e-05,0.6215640096618358,0.42109500805152983,0.988,0.24476962573208652,0.9889038836407258,0.24096202336471423
44,0.7539168291098116,0.9818976789925696,0.06367041198501877,1.1621146216056504,1e-05,0.621832729468599,0.4299516908212561,0.9879583333333334,0.24087284635941095,0.9889038836407258,0.24127209437079647
45,0.7552246047216807,0.9824175474272788,0.06367041198501877,1.1532936465369796,1e-05,0.6199607487922705,0.43333333333333335,0.9877083333333333,0.2415328326292782,0.9889038836407258,0.24093059547233267
46,0.7544188867229803,0.9816386632706828,0.06367041198501877,1.1602078029024612,1e-05,0.6236080917874396,0.4266505636070853,0.9879583333333334,0.2373111744797542,0.98897885739991,0.2416447742166531
47,0.7569443361490146,0.9818866570469575,0.06367041198501877,1.152213361923168,1e-05,0.6204196859903381,0.4310789049919484,0.9878333333333333,0.23726564409903061,0.9889038836407258,0.24106141923566166
48,0.7548551007147498,0.9820859705634449,0.06367041198501877,1.1650230147115888,1e-05,0.6199788647342995,0.43752012882447666,0.98775,0.2395012361698354,0.9888289098815415,0.2415780511793996
49,0.7551392679228937,0.9807651740809151,0.06367041198501877,1.1547028569298947,1e-05,0.6251781400966183,0.4231078904991948,0.987625,0.24176834658199578,0.9886789623631729,0.24185341164542024
50,0.7552090101797704,0.9812106443827419,0.06367041198501877,1.1545623028657421,1e-05,0.6228351449275362,0.42971014492753623,0.9874583333333333,0.24219229486536664,0.9888289098815415,0.2412258373886013
