epoch,accuracy,common_voice_test_auc,common_voice_test_eer,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,tcof_dev_auc,tcof_dev_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.21914649615304638,0.9713862654073956,0.0572274691852089,0.7448790634674922,0.33235294117647063,7.626096354177737,1e-06,0.6492133924969746,0.37142857142857144,0.6912803416056951,0.40070694087403597,0.8695416666666667,1.1814763026556856,0.8654441007512153,1.213925938348545
2,0.22292274901226863,0.9713862654073955,0.0572274691852089,0.7464626064241486,0.32352941176470584,7.5817576317825335,1e-06,0.6498426784993949,0.38975393303751515,0.6913838491200316,0.40191195372750643,0.8655416666666667,1.2055954658045014,0.8650022094564737,1.2137205410787577
3,0.22781451445206904,0.9716263806627181,0.05674723867456379,0.7475982004643964,0.31470588235294117,7.58453214436873,1e-06,0.6446447300178644,0.3782977006857604,0.6908323240063279,0.39693123393316193,0.8652916666666667,1.2020065656975474,0.8652231551038444,1.213629991699722
4,0.21644655853607817,0.9709460541059708,0.058107891788058266,0.7453098393962849,0.31685855263157897,7.620203315655095,1e-06,0.646106148792716,0.3806373537716821,0.6907674386988334,0.3959672236503856,0.8708333333333333,1.1764014243159868,0.8650022094564737,1.2150541975902982
5,0.2281633395716365,0.9710661117336321,0.05786777653273571,0.7459009771671827,0.32352941176470584,7.565743708513671,1e-06,0.6440915115541981,0.37142857142857144,0.6918102382835672,0.3978952442159383,0.865,1.1971512517055911,0.8647812638091029,1.214002098647431
6,0.22165252651278852,0.9714262846166161,0.05714743076676805,0.7480945239938079,0.32352941176470584,7.610019118480008,1e-06,0.6435843946291708,0.37313432835820903,0.692584227308681,0.39717223650385597,0.8656666666666667,1.2003164977696967,0.8650022094564737,1.21493111942903
7,0.22492035766271576,0.9704658235953258,0.05906835280934849,0.7471800019349846,0.31470588235294117,7.582938279784735,1e-06,0.6483789546476113,0.39951593384429207,0.6916990063278623,0.3995019280205656,0.8660833333333333,1.1934829266915605,0.8645603181617322,1.215247449261189
8,0.22034061135371177,0.9718664959180406,0.05626700816391868,0.7488750483746129,0.32319078947368424,7.616965582834765,1e-06,0.645587506483029,0.3862041145623235,0.6920852283962824,0.39805591259640105,0.868875,1.1889925213476042,0.8652231551038444,1.2166154377128577
9,0.22010958619255563,0.971146150152073,0.05770769969585401,0.7455621130030959,0.32352941176470584,7.615732883071496,1e-06,0.6475975335676828,0.4,0.6908184200118648,0.40191195372750643,0.8669166666666667,1.192340954770052,0.8647812638091029,1.216460262920719
10,0.2228203368683718,0.9719065151272611,0.05618696974547783,0.7469567530959751,0.3170230263157895,7.5884261559568476,1e-06,0.6479755661845213,0.3766034691407826,0.693492621613605,0.3933161953727506,0.866875,1.1863980759854464,0.8641184268669907,1.2162523491110346
11,0.22365003119151589,0.9716663998719386,0.056667200256122936,0.7485357004643962,0.31685855263157897,7.621929034015661,1e-06,0.6426254826254827,0.37142857142857144,0.6941229360292664,0.38640745501285345,0.8694583333333333,1.1760739043198192,0.8650022094564737,1.217884648929848
12,0.22334529008109794,0.971426284616616,0.05714743076676805,0.7477713815789475,0.3203125,7.628337629516705,1e-06,0.6448475767878752,0.3628882613957241,0.6941275706940874,0.39090616966580977,0.866625,1.1981344968883925,0.8641184268669907,1.2155163784493872
13,0.2259275317113745,0.971986553545702,0.056026892908596124,0.7440985390866873,0.3235197368421053,7.593742611980923,1e-06,0.6480032271077047,0.3807180314643001,0.6924590913585129,0.39693123393316193,0.8681666666666666,1.185811187034393,0.8647812638091029,1.215605074604706
